id,transactionDate,description,reference,amount,postingPlat,accountDr,accountCr,entriesCount,inactive,deleted,createdBy,createdAt,updatedBy,updatedAt
15,2022-05-26,"Savings by James Butt",Savings,795762.00,TWOENTRY,7,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.114Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.114Z
16,2022-05-27,"Savings by Josephine Darakjy",Savings,376128.00,TWOENTRY,7,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.114Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.114Z
17,2022-05-27,"Savings by Kris Marrier",Savings,236685.00,TWOENTRY,8,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.114Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.114Z
18,2022-05-31,"Savings by James Butt",Savings,422732.00,TWOENTRY,7,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.114Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.114Z
19,2022-05-31,"Savings by Leota Dilliard",Savings,150561.00,TWOENTRY,8,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.114Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.114Z
20,2022-05-31,"Savings by Donette Foller",Savings,627601.00,TWOENTRY,7,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.114Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.114Z
21,2022-06-01,"Share capital","Start up capital",300000000.00,TWOENTRY,7,22,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.114Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.114Z
22,2022-06-01,"Acquisition of Motor vehicles","Asset acquisition",50000000.00,TWOENTRY,1,7,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.114Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.114Z
23,2022-06-01,"Acquisition of Office Equipment","Asset acquisition",40000000.00,TWOENTRY,3,7,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.114Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.114Z
24,2022-06-01,"Acquisition of Furnitures & Fittings","Asset acquisition",30000000.00,TWOENTRY,5,7,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.114Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.114Z
25,2022-06-01,"Savings by Mitsue Tollner",Savings,721108.00,TWOENTRY,8,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.114Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.114Z
26,2022-06-04,"Savings by Donette Foller",Savings,737037.00,TWOENTRY,8,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.114Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.114Z
27,2022-06-05,"Short term investment on TB",Investment,150000000.00,TWOENTRY,58,7,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.114Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.114Z
28,2022-06-07,"Savings by Sage Wieser",Savings,329195.00,TWOENTRY,7,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.114Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.114Z
29,2022-06-08,"Savings by Simona Morasca",Savings,593749.00,TWOENTRY,8,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.114Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.114Z
30,2022-06-08,"Savings by Lenna Paprocki",Savings,277444.00,TWOENTRY,7,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.114Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.114Z
31,2022-06-10,"Savings by Sage Wieser",Savings,462310.00,TWOENTRY,8,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.114Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.114Z
32,2022-06-12,"Savings by Sage Wieser",Savings,310178.00,TWOENTRY,8,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.114Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.114Z
33,2022-06-13,"Savings by Art Venere",Savings,21075.00,TWOENTRY,8,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.114Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.114Z
34,2022-06-13,"Savings by Mitsue Tollner",Savings,385440.00,TWOENTRY,8,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.114Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.114Z
35,2022-06-14,"Savings by Leota Dilliard",Savings,204050.00,TWOENTRY,7,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.114Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.114Z
36,2022-06-15,"Savings by Art Venere",Savings,217232.00,TWOENTRY,7,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.114Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.114Z
37,2022-06-21,"Savings by James Butt",Savings,535791.00,TWOENTRY,7,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.114Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.114Z
38,2022-06-21,"Savings by Art Venere",Savings,135080.00,TWOENTRY,8,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.114Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.114Z
39,2022-06-22,"Savings by Lenna Paprocki",Savings,751571.00,TWOENTRY,7,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z
40,2022-06-23,"Savings by Donette Foller",Savings,180563.00,TWOENTRY,7,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z
41,2022-06-23,"Entrance fees paid by Donette Foller","Entrance fees",1000.00,TWOENTRY,7,25,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z
42,2022-06-23,"Savings by Mitsue Tollner",Savings,450369.00,TWOENTRY,7,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z
43,2022-06-24,"Savings by Donette Foller",Savings,436705.00,TWOENTRY,7,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z
44,2022-06-25,"Savings by James Butt",Savings,614080.00,TWOENTRY,8,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z
45,2022-06-26,"Savings by Mitsue Tollner",Savings,662961.00,TWOENTRY,8,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z
46,2022-06-28,"Savings by Art Venere",Savings,690177.00,TWOENTRY,7,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z
47,2022-06-30,"Savings by Kris Marrier",Savings,439833.00,TWOENTRY,8,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z
48,2022-06-30,"Savings by Sage Wieser",Savings,20848.00,TWOENTRY,7,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z
49,2022-07-02,"Fresh loan to Leota Dilliard","Fresh Loan",860000.00,TWOENTRY,13,8,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z
50,2022-07-02,"Loan interest of 10% on loan of 860000","Loan interest",86000.00,TWOENTRY,13,30,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z
51,2022-07-02,"Loan form fees paid by Leota Dilliard","Loan Form",1000.00,TWOENTRY,8,25,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z
52,2022-07-02,"Fresh loan to Sage Wieser","Fresh Loan",797000.00,TWOENTRY,13,8,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z
53,2022-07-02,"Loan interest of 10% on loan of 797000","Loan interest",79700.00,TWOENTRY,13,30,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z
54,2022-07-02,"Loan form fees paid by Sage Wieser","Loan Form",1000.00,TWOENTRY,8,25,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z
55,2022-07-02,"Fresh loan to Kris Marrier","Fresh Loan",965000.00,TWOENTRY,13,7,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z
56,2022-07-02,"Loan interest of 10% on loan of 965000","Loan interest",96500.00,TWOENTRY,13,30,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z
57,2022-07-02,"Loan form fees paid by Kris Marrier","Loan Form",1000.00,TWOENTRY,7,25,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z
58,2022-07-02,"Fresh loan to Josephine Darakjy","Fresh Loan",692000.00,TWOENTRY,13,8,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z
59,2022-07-02,"Loan interest of 10% on loan of 692000","Loan interest",69200.00,TWOENTRY,13,30,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z
60,2022-07-02,"Loan form fees paid by Josephine Darakjy","Loan Form",1000.00,TWOENTRY,8,25,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z
61,2022-07-02,"Fresh loan to James Butt","Fresh Loan",602000.00,TWOENTRY,13,8,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z
62,2022-07-02,"Loan interest of 10% on loan of 602000","Loan interest",60200.00,TWOENTRY,13,30,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z
63,2022-07-02,"Loan form fees paid by James Butt","Loan Form",1000.00,TWOENTRY,8,25,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z
64,2022-07-02,"Fresh loan to Mitsue Tollner","Fresh Loan",914000.00,TWOENTRY,13,8,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z
65,2022-07-02,"Loan interest of 10% on loan of 914000","Loan interest",91400.00,TWOENTRY,13,30,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z
66,2022-07-02,"Loan form fees paid by Mitsue Tollner","Loan Form",1000.00,TWOENTRY,8,25,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z
67,2022-07-02,"Fresh loan to Simona Morasca","Fresh Loan",562000.00,TWOENTRY,13,8,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z
68,2022-07-02,"Loan interest of 10% on loan of 562000","Loan interest",56200.00,TWOENTRY,13,30,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z
69,2022-07-02,"Loan form fees paid by Simona Morasca","Loan Form",1000.00,TWOENTRY,8,25,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z
70,2022-07-02,"Fresh loan to Art Venere","Fresh Loan",993000.00,TWOENTRY,13,8,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z
71,2022-07-02,"Loan interest of 10% on loan of 993000","Loan interest",99300.00,TWOENTRY,13,30,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z
72,2022-07-02,"Loan form fees paid by Art Venere","Loan Form",1000.00,TWOENTRY,8,25,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z
73,2022-07-02,"Fresh loan to Donette Foller","Fresh Loan",980000.00,TWOENTRY,13,8,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z
74,2022-07-02,"Loan interest of 10% on loan of 980000","Loan interest",98000.00,TWOENTRY,13,30,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z
75,2022-07-02,"Loan form fees paid by Donette Foller","Loan Form",1000.00,TWOENTRY,8,25,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z
76,2022-07-02,"Fresh loan to Lenna Paprocki","Fresh Loan",690000.00,TWOENTRY,13,7,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z
77,2022-07-02,"Loan interest of 10% on loan of 690000","Loan interest",69000.00,TWOENTRY,13,30,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z
78,2022-07-02,"Loan form fees paid by Lenna Paprocki","Loan Form",1000.00,TWOENTRY,7,25,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z
79,2022-07-02,"Savings by Mitsue Tollner",Savings,499836.00,TWOENTRY,8,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z
80,2022-07-02,"Savings by Kris Marrier",Savings,209967.00,TWOENTRY,7,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z
81,2022-07-04,"Savings by Donette Foller",Savings,313355.00,TWOENTRY,7,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z
82,2022-07-05,"Savings by Leota Dilliard",Savings,697091.00,TWOENTRY,7,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z
83,2022-07-07,"Savings by James Butt",Savings,582706.00,TWOENTRY,8,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z
84,2022-07-07,"Savings by Leota Dilliard",Savings,196881.00,TWOENTRY,8,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z
85,2022-07-07,"Savings by Simona Morasca",Savings,132128.00,TWOENTRY,8,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z
86,2022-07-08,"Savings by Josephine Darakjy",Savings,757131.00,TWOENTRY,7,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z
87,2022-07-10,"Savings by Donette Foller",Savings,250139.00,TWOENTRY,8,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z
88,2022-07-10,"Savings by Sage Wieser",Savings,159312.00,TWOENTRY,8,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z
89,2022-07-12,"Savings by Donette Foller",Savings,618726.00,TWOENTRY,8,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z
90,2022-07-16,"Savings by Simona Morasca",Savings,586586.00,TWOENTRY,7,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z
91,2022-07-17,"Loan repayment by Leota Dilliard","Loan repayment",189200.00,TWOENTRY,7,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z
92,2022-07-17,"Loan repayment by Mitsue Tollner","Loan repayment",201080.00,TWOENTRY,7,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z
93,2022-07-17,"Loan repayment by James Butt","Loan repayment",132440.00,TWOENTRY,7,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.115Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z
94,2022-07-17,"Loan repayment by Art Venere","Loan repayment",218460.00,TWOENTRY,7,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z
95,2022-07-17,"Loan repayment by Josephine Darakjy","Loan repayment",152240.00,TWOENTRY,8,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z
96,2022-07-17,"Loan repayment by Simona Morasca","Loan repayment",123640.00,TWOENTRY,8,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z
97,2022-07-17,"Loan repayment by Lenna Paprocki","Loan repayment",151800.00,TWOENTRY,8,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z
98,2022-07-17,"Loan repayment by Kris Marrier","Loan repayment",212300.00,TWOENTRY,7,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z
99,2022-07-17,"Loan repayment by Sage Wieser","Loan repayment",175340.00,TWOENTRY,8,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z
100,2022-07-17,"Loan repayment by Donette Foller","Loan repayment",215600.00,TWOENTRY,7,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z
101,2022-07-18,"Savings by Mitsue Tollner",Savings,637636.00,TWOENTRY,7,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z
102,2022-07-22,"Savings by Donette Foller",Savings,586294.00,TWOENTRY,7,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z
103,2022-07-24,"Savings by Art Venere",Savings,461980.00,TWOENTRY,8,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z
104,2022-07-25,"Savings by Mitsue Tollner",Savings,284426.00,TWOENTRY,7,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z
105,2022-07-26,"Savings by Mitsue Tollner",Savings,732686.00,TWOENTRY,7,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z
106,2022-07-26,"Savings by Lenna Paprocki",Savings,588496.00,TWOENTRY,8,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z
107,2022-07-27,"Savings by Art Venere",Savings,792860.00,TWOENTRY,8,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z
108,2022-07-30,"Savings by Sage Wieser",Savings,677950.00,TWOENTRY,7,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z
109,2022-07-30,"Savings by Donette Foller",Savings,761178.00,TWOENTRY,8,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z
110,2022-08-01,"Loan repayment by Mitsue Tollner","Loan repayment",201080.00,TWOENTRY,7,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z
111,2022-08-01,"Loan repayment by Art Venere","Loan repayment",218460.00,TWOENTRY,7,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z
112,2022-08-01,"Loan repayment by James Butt","Loan repayment",132440.00,TWOENTRY,8,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z
113,2022-08-01,"Loan repayment by Lenna Paprocki","Loan repayment",151800.00,TWOENTRY,7,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z
114,2022-08-01,"Loan repayment by Josephine Darakjy","Loan repayment",152240.00,TWOENTRY,8,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z
115,2022-08-01,"Loan repayment by Simona Morasca","Loan repayment",123640.00,TWOENTRY,8,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z
116,2022-08-01,"Loan repayment by Sage Wieser","Loan repayment",175340.00,TWOENTRY,7,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z
117,2022-08-01,"Loan repayment by Leota Dilliard","Loan repayment",189200.00,TWOENTRY,7,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z
118,2022-08-01,"Loan repayment by Kris Marrier","Loan repayment",212300.00,TWOENTRY,7,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z
119,2022-08-01,"Loan repayment by Donette Foller","Loan repayment",215600.00,TWOENTRY,8,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z
120,2022-08-02,"Savings by Leota Dilliard",Savings,626799.00,TWOENTRY,7,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z
121,2022-08-05,"Savings by Art Venere",Savings,26688.00,TWOENTRY,7,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.116Z
